0.2,1,0.6349
0.2,2,0.578030772005772
0.2,3,0.5534514878970956
0.2,4,0.5564435592640877
0.2,5,0.5506390579126238
0.2,6,0.5508319348920607
0.2,7,0.5475236904689964
0.25,1,0.6414916666666666
0.25,2,0.5925127417027416
0.25,3,0.5542125174894652
0.25,4,0.5516390821151723
0.25,5,0.5506646180800543
0.25,6,0.5505568449845837
0.25,7,0.549526734610832
0.3,1,0.7902
0.3,2,0.6999234920634921
0.3,3,0.6064852322012988
0.3,4,0.568127305225602
0.3,5,0.5527577820927346
0.3,6,0.5515710003887613
0.3,7,0.5497685686599565
0.35,1,0.8402416666666666
0.35,2,0.8085864105339104
0.35,3,0.8591455872046508
0.35,4,0.8402171646257386
0.35,5,0.8472782387644254
0.35,6,0.5790979393682751
0.35,7,0.5621720489208194
0.4,1,0.8376166666666666
0.4,2,0.8382382828282829
0.4,3,0.870666363042702
0.4,4,0.8745616577778729
0.4,5,0.9006412632568412
0.4,6,0.8949146910482617
0.4,7,0.9091662632517397
0.45,1,0.8357916666666668
0.45,2,0.8813171753246752
0.45,3,0.8849013032085209
0.45,4,0.8945230755470933
0.45,5,0.9007220958716027
0.45,6,0.8859509869798964
0.45,7,0.8650120348382996
0.5,1,0.8373916666666668
0.5,2,0.8971496681096681
0.5,3,0.9067061194626406
0.5,4,0.9032950846427863
0.5,5,0.898203637515091
0.5,6,0.902837740639234
0.5,7,0.9065394017085984
